,Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
934,"MUBāRIK, Mrs Amīnah",1887.0,1922.0,25,Female,3rd Class Passenger,2661,£15             4s             11d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/omine-moubarek.html
935,"GIBSON, Miss Dorothy Winifred",1889.0,1946.0,22,Female,1st Class Passenger,112378,£59             8s,,Cherbourg,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/dorothy-gibson.html
936,"WENNERSTRöM, Mr August",1884.0,1950.0,27,Male,3rd Class Passenger,350043,£7             15s             11d,,Southampton,,SAVED,A,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/august-wennerstrom.html
937,"NAJīB QIYāMAH, Miss Adāl",1896.0,1924.0,15,Female,3rd Class Passenger,2667,£7             4s             6d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/adele-jane-najib-kiamie.html
938,"JENKIN, Mr Stephen Curnow",1879.0,1912.0,32,Male,2nd Class Passenger,33111,£10             10s,,Southampton,Miner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/stephen-curnow-jenkin.html
939,"DOUTON, Mr William Joseph",1856.0,1912.0,55,Male,2nd Class Passenger,28403,£26.00,,Southampton,Quarryman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-joseph-douton.html
940,"BEHR, Mr Karl Howell",1885.0,1949.0,26,Male,1st Class Passenger,111369,£30.00,C148,Cherbourg,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/karl-howell-behr.html
941,"VAN IMPE, Mr Jean Baptiste",1875.0,1912.0,36,Male,3rd Class Passenger,345773,£24             3s,,Southampton,Farmer,LOST,,,Belgian,https://www.encyclopedia-titanica.org/titanic-victim/jean-baptiste-van-impe.html
942,"NEWSOM, Miss Helen Monypeny",1892.0,1965.0,19,Female,1st Class Passenger,11752,£26             5s             8d,D47,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/helen-monypeny-newsom.html
943,"COHEN, Mr Gurshon",1892.0,1978.0,19,Male,3rd Class Passenger,3540,£8             1s,,Southampton,Printer / Compositor,SAVED,12,,English,https://www.encyclopedia-titanica.org/titanic-survivor/gurshon-gus-cohen.html
944,"KARLSSON, Mr Nils August",1889.0,1912.0,22,Male,3rd Class Passenger,350060,£7             10s             5d,,Southampton,Farmer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/nils-august-karlsson.html
945,"DUFF GORDON,  Lucy Christiana, Lady",1863.0,1935.0,48,Female,1st Class Passenger,17485,£56             18s             7d,A20,Cherbourg,Dressmaker / Couturiere,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/lady-duff-gordon.html
946,"ABBOTT, Mr Eugene Joseph",1899.0,1912.0,13,Male,3rd Class Passenger,CA2673,£20             5s,,Southampton,Scholar,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/eugene-joseph-abbott.html
947,"BROCKLEBANK, Mr William Alfred",1872.0,1912.0,40,Male,3rd Class Passenger,364512,£8             1s,,Southampton,Groom,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-alfred-brocklebank.html
948,"COLLYER, Mrs Charlotte Caroline",1881.0,1916.0,30,Female,2nd Class Passenger,31921,£26             5s,,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charlotte-annie-collyer.html
949,"SILVEY, Mrs Alice Gray",1872.0,1958.0,39,Female,1st Class Passenger,13507,£55             18s,E44,Cherbourg,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/alice-silvey.html
950,"FRöLICHER, Miss Hedwig Margaritha",1889.0,1972.0,22,Female,1st Class Passenger,13568,£49             10s,B39,Cherbourg,,SAVED,5,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/hedwig-margaritha-frolicher.html
951,"LINHART, Mr Wenzel",1884.0,1912.0,28,Male,3rd Class Passenger,345775,£9             10s,(E)58,Southampton,Baker,LOST,,298.0,"Bohemian, Czech",https://www.encyclopedia-titanica.org/titanic-victim/wenzel-linhart.html
952,"OLSEN, Mr Henry Margido",1884.0,1912.0,28,Male,3rd Class Passenger,4001,£22             10s             6d,,Southampton,Engineer,LOST,,173.0,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/henry-margido-olsen.html
953,"LARSSON, Mr August Viktor",1883.0,1912.0,29,Male,3rd Class Passenger,7545,£9             9s             8d,,Southampton,Locksmith,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/august-viktor-larsson.html
954,"BECKER, Miss Marion Louise",1907.0,1944.0,4,Female,2nd Class Passenger,230136,£39.00,F8,Southampton,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/marion-louise-becker.html
955,"TU'MAH, Mrs Hinnah",1885.0,1976.0,27,Female,3rd Class Passenger,2650,£15             4s             11d,,Cherbourg,,SAVED,C,,Syrian,https://www.encyclopedia-titanica.org/titanic-survivor/hanna-youssef-touma.html
956,"EVERETT, Mr Thomas James",1874.0,1912.0,37,Male,3rd Class Passenger,6212,£15             2s,,Southampton,Crane Operator,LOST,,187.0,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-james-everett.html
957,"CARTER, Mr William Ernest",1875.0,1940.0,36,Male,1st Class Passenger,113760,£120.00,B96/98,Southampton,Businessman,SAVED,C,,American,https://www.encyclopedia-titanica.org/titanic-survivor/william-carter.html
958,"PEñASCO Y CASTELLANA, Mrs Maria Josefa Perezde Soto y Vallejo",1889.0,1972.0,22,Female,1st Class Passenger,17758,£108             18s,C65,Cherbourg,Of Independent Means,SAVED,8,,Spanish,https://www.encyclopedia-titanica.org/titanic-survivor/maria-penasco.html
959,"MALLET, Master André Clement",1910.0,1973.0,1,Male,2nd Class Passenger,2079,£37                         1d,,Cherbourg,,SAVED,10,,"French,Canadian",https://www.encyclopedia-titanica.org/titanic-survivor/andre-clement-mallet.html
960,"HEALY, Miss Honor",1879.0,1919.0,33,Female,3rd Class Passenger,370375,£7             15s,,Queenstown,Farmer,SAVED,16,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/hanora-nora-healy.html
961,"SPEDDEN, Mr Frederic Oakley",1867.0,1947.0,45,Male,1st Class Passenger,16966,£134             10s,E34,Cherbourg,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/frederic-oakley-spedden.html
962,"DAVIS, Miss Mary Ann Charlotte",1883.0,1987.0,28,Female,2nd Class Passenger,237668,£13.00,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mary-davis.html
963,"DODGE, Master Washington",1907.0,1974.0,4,Male,1st Class Passenger,33638,£81             17s             2d,A34,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/washington-dodge-jr.html
964,"FISCHER, Mr Eberhard Thelander",1893.0,1912.0,18,Male,3rd Class Passenger,350036,£7             15s             11d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/eberhard-fischer.html
965,"NAUGHTON, Miss Hannah",1891.0,1912.0,21,Female,3rd Class Passenger,365237,£7             15s,,Queenstown,Teacher,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/hannah-naughton.html
966,"JONES, Mr Charles Cresson",1866.0,1912.0,46,Male,1st Class Passenger,694,£26.00,,Southampton,Estate Manager,LOST,,80.0,American,https://www.encyclopedia-titanica.org/titanic-victim/charles-cresson-jones.html
967,"FORD, Mrs Margaret Ann Watson",1857.0,1912.0,54,Female,3rd Class Passenger,6608,£34             7s             6d,,Southampton,Farmer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/margaret-ann-watson-ford.html
968,"RISIEN, Mr Samuel Beard",1842.0,1912.0,69,Male,3rd Class Passenger,364498,£14             10s,,Southampton,Hotelier,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/samuel-beard-risien.html
969,"NATSCH, Mr Charles",1875.0,1912.0,36,Male,1st Class Passenger,17596,£29             14s,C118,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/charles-natsch.html
970,"PONESELL, Mr Martin",1888.0,1912.0,24,Male,2nd Class Passenger,250647,£13.00,,Southampton,,LOST,,,Danish,https://www.encyclopedia-titanica.org/titanic-victim/martin-ponesell.html
971,"DUFF GORDON, Sir Cosmo Edmund",1862.0,1931.0,49,Male,1st Class Passenger,11755,£39             12s,A16,Cherbourg,Landowner,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/sir-cosmo-duff-gordon.html
972,"CHIBNALL, Mrs Edith Martha Bowerman",1864.0,1953.0,48,Female,1st Class Passenger,113505,£55.00,E33,Southampton,Of Independent Means,SAVED,6,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edith-martha-chibnall.html
973,"SPEDDEN, Mrs Margaretta Corning",1872.0,1950.0,39,Female,1st Class Passenger,16966,£134             10s,E34,Cherbourg,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaretta-corning-spedden.html
974,"BALIKIć, Mr Ćerim",1886.0,1912.0,26,Male,3rd Class Passenger,349248,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bosnian,https://www.encyclopedia-titanica.org/titanic-victim/cerin-balkic.html
975,"DENOV, Mr Yoto",1885.0,1912.0,27,Male,3rd Class Passenger,349219,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/yoto-danoff.html
976,"JOHNSTON, Miss Catherine Nellie",1905.0,1912.0,7,Female,3rd Class Passenger,6607,£23             9s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/catherine-nellie-johnston.html
977,"ROEBLING, Mr Washington Augustus",1881.0,1912.0,31,Male,1st Class Passenger,17590,£50             9s             11d,A24,Southampton,Of Independent Means,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/washington-roebling.html
978,"SCHMIDT, Mr Augustus",1890.0,1912.0,22,Male,2nd Class Passenger,248659,£13.00,,Southampton,,LOST,,,"Austrian, English",https://www.encyclopedia-titanica.org/titanic-victim/august-schmidt.html
979,"GRAHAM, Miss Margaret Edith",1893.0,1976.0,19,Female,1st Class Passenger,17582,£153             9s             3d,C125,Southampton,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaret-edith-graham.html
980,"GUSTAFSSON, Mr Anders Vilhelm",1875.0,1912.0,37,Male,3rd Class Passenger,3101276,£7             18s             6d,,Southampton,General Labourer,LOST,,98.0,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/anders-vilhelm-gustafsson.html
981,"KALLIO, Mr Nikolai Erland",1894.0,1912.0,17,Male,3rd Class Passenger,3101274,£7             2s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/nikolai-erland-kallio.html
982,"RICHARD, Mr Emile Phillippe",1888.0,1912.0,23,Male,2nd Class Passenger,2133,£15                         11d,,Cherbourg,,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/emile-phillippe-richard.html
983,"MORAWECK, Dr Ernest",1858.0,1912.0,54,Male,2nd Class Passenger,29011,£14.00,,Southampton,Doctor,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/ernest-moraweck.html
984,"KHALIL, Mrs Zahie",1892.0,1912.0,20,Female,3rd Class Passenger,2660,£14             9s             1d,,Cherbourg,Farm Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/zahie-maria-khalil.html
985,"CHAMBERS, Mr Norman Campbell",1884.0,1966.0,27,Male,1st Class Passenger,113806,£53             2s,E8,Southampton,,SAVED,5,,American,https://www.encyclopedia-titanica.org/titanic-survivor/norman-campbell-chambers.html
986,"NILSSON, Mr August Ferdinand",1890.0,1912.0,21,Male,3rd Class Passenger,350410,£7             17s             1d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/august-ferdinand-nilsson.html
987,"MORLEY, Mr William",1878.0,1912.0,34,Male,3rd Class Passenger,364506,£8             1s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-morley.html
988,"MAHON, Miss Bridget Delia",1892.0,1912.0,20,Female,3rd Class Passenger,330924,£7             17s             7d,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/bridget-delia-mahon.html
989,"AUGUSTSSON, Mr Albert",1889.0,1912.0,23,Male,3rd Class Passenger,347468,£7             17s             1d,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/albert-augustsson.html
990,"HAYS, Mr Charles Melville",1856.0,1912.0,55,Male,1st Class Passenger,12749,£93             10s,B69,Southampton,Businessman,LOST,,307.0,American,https://www.encyclopedia-titanica.org/titanic-victim/charles-melville-hays.html
991,"HIPKINS, Mr William Edward",1857.0,1912.0,55,Male,1st Class Passenger,680,£50.00,C39,Southampton,Manufacturer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-hipkins.html
992,"SHIHāB, Mr Al-Amīr Fāris",1886.0,1912.0,26,Male,3rd Class Passenger,2631,£7             4s             6d,,Cherbourg,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/emir-farres-chehab-shihab.html
993,"KNIGHT, Mr Robert",1869.0,1912.0,42,Male,2nd Class Passenger H&W Guarantee Group,239855,,,Belfast,Fitter,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/robert-knight.html
994,"HäMäLäINEN, Mrs Anna Lydia Amanda",1889.0,1945.0,23,Female,2nd Class Passenger,250649,£14             10s,,Southampton,,SAVED,,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/anna-hamalainen.html
995,"SVENSSON, Mr Johan",1837.0,1912.0,74,Male,3rd Class Passenger,347060,£7             15s             6d,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/johan-svensson.html
996,"WIKLUND, Mr Karl Johan",1893.0,1912.0,18,Male,3rd Class Passenger,3101266,£6             9s             11d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/karl-johan-wiklund.html
997,"DīBū, Mr Ilyās",1883.0,1912.0,29,Male,3rd Class Passenger,2674,£7             4s             6d,,Cherbourg,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/dibo-elias.html
998,"JEFFERYS, Mr Ernest Wilfred",1891.0,1912.0,21,Male,2nd Class Passenger,31029,£31             10s,,Southampton,Granite Cutter,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/ernest-wilfred-jefferys.html
999,"DOWDELL, Miss Elizabeth",1880.0,1962.0,31,Female,3rd Class Passenger,364516,£12             9s             6d,,Southampton,Housekeeper,SAVED,13,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-dowdell.html
1000,"BARKWORTH, Mr Algernon Henry",1864.0,1945.0,47,Male,1st Class Passenger,27042,£30.00,A23,Southampton,Justice of the Peace,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/algernon-barkworth.html
1001,"BRITO, Mr José Joaquim de",1871.0,1912.0,40,Male,2nd Class Passenger,244360,£13.00,,Southampton,,LOST,,,Portuguese,https://www.encyclopedia-titanica.org/titanic-victim/jose-joaquim-de-brito.html
1002,"SAMAAN, Mr Hanna Elias",1872.0,1912.0,40,Male,3rd Class Passenger,2662,£21             13s             7d,,Cherbourg,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/hanna-elias-samaan.html
1003,"GILL, Mr John",1888.0,1912.0,24,Male,2nd Class Passenger,233866,£13.00,,Southampton,Chauffeur,LOST,,155.0,English,https://www.encyclopedia-titanica.org/titanic-victim/john-william-gill.html
1004,"BECKER, Master Richard F.",1910.0,1975.0,1,Male,2nd Class Passenger,230136,£39.00,F8,Southampton,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/richard-becker.html
1005,"MORAN, Miss Bridget",1883.0,1961.0,28,Female,3rd Class Passenger,371110,£24             3s,,Queenstown,,SAVED,15,,"Irish, American",https://www.encyclopedia-titanica.org/titanic-survivor/bertha-bridget-moran.html
1006,"HODGES, Mr Henry Price",1862.0,1912.0,50,Male,2nd Class Passenger,250643,£13.00,,Southampton,Musical Instrument Vendor,LOST,,149.0,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-price-hodges.html
1007,"FLETCHER, Miss N.",,,,Female,1st Class Passenger Cross Channel Passenger,405,£1             10s,,Southampton,,,,,,https://www.encyclopedia-titanica.org/titanic-biography/n-fletcher.html
1008,"BYSTRöM, Mrs Karolina",1872.0,1964.0,39,Female,2nd Class Passenger,236852,£13.00,,Southampton,,SAVED,,,Swedish,https://www.encyclopedia-titanica.org/titanic-survivor/karolina-bystrom.html
1009,"GALE, Mr Shadrach",1878.0,1912.0,33,Male,2nd Class Passenger,28664,£21.00,,Southampton,Miner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/shadrach-gale.html
1010,"COLLYER, Mr Harvey",1880.0,1912.0,31,Male,2nd Class Passenger,31921,£26             5s,,Southampton,Grocer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harvey-collyer.html
1011,"HICKMAN, Mr Leonard Mark",1887.0,1912.0,24,Male,2nd Class Passenger,14879,£73             10s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leonard-hickman.html
1012,"MCCRIE, Mr James Matthew",1879.0,1912.0,32,Male,2nd Class Passenger,233478,£13.00,,Southampton,Oil Worker,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/james-matthew-mccrie.html
1013,"ROSBLOM, Mrs Helena Wilhelmina",1870.0,1912.0,41,Female,3rd Class Passenger,370129,£20             4s             3d,,Southampton,,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/helena-wilhelmina-rosblom.html
1014,"CLARKE, Mr Charles Valentine",1883.0,1912.0,29,Male,2nd Class Passenger,2003,£26.00,,Southampton,Dairy Worker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-valentine-clarke.html
1015,"DANIELS, Miss Sarah Rebecca",1875.0,,36,Female,1st Class Passenger Servant,113781,£151             16s,,Southampton,Personal Maid,SAVED,8,,English,https://www.encyclopedia-titanica.org/titanic-survivor/sarah-daniels.html
1016,"ÅDAHL, Mr Mauritz",1881.0,1912.0,30,Male,3rd Class Passenger,7076,£7             5s,,Southampton,Carpenter / Joiner,LOST,,72.0,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/mauritz-adahl.html
